group,variant,seed,target_tokens,prompt_tokens,needle_frac,clean_gold,corrupt_gold,n_heads,clean_logprob,corrupt_clean_logprob,corrupt_gold_logprob,patched_logprob,delta_patch,recovery_denominator,recovery_fraction
address_L22H7,literal,1235,8192,8193,0.1,822782,347875,1,-1.9383243719736736,-5.158854166666667,-2.1883713404337564,-4.731770833333333,0.4270833333333339,3.220529794692993,0.1326127564592356
address_L21H11,literal,1235,8192,8193,0.1,822782,347875,1,-1.9383243719736736,-5.158854166666667,-2.1883713404337564,-5.122395833333333,0.036458333333333925,3.220529794692993,0.011320601161154426
address_L22H10,literal,1235,8192,8193,0.1,822782,347875,1,-1.9383243719736736,-5.158854166666667,-2.1883713404337564,-5.153645833333333,0.0052083333333339255,3.220529794692993,0.0016172287373079329
support_L20H7,literal,1235,8192,8193,0.1,822782,347875,1,-1.9383243719736736,-5.158854166666667,-2.1883713404337564,-5.1953125,-0.03645833333333304,3.220529794692993,-0.01132060116115415
support_L18H3,literal,1235,8192,8193,0.1,822782,347875,1,-1.9383243719736736,-5.158854166666667,-2.1883713404337564,-5.200520833333333,-0.041666666666666075,3.220529794692993,-0.012937829898461808
support_L17H10,literal,1235,8192,8193,0.1,822782,347875,1,-1.9383243719736736,-5.158854166666667,-2.1883713404337564,-5.169270833333333,-0.010416666666666075,3.220529794692993,-0.003234457474615314
support_L20H8,literal,1235,8192,8193,0.1,822782,347875,1,-1.9383243719736736,-5.158854166666667,-2.1883713404337564,-5.161458333333333,-0.0026041666666660745,3.220529794692993,-0.0008086143686536906
support_L22H0,literal,1235,8192,8193,0.1,822782,347875,1,-1.9383243719736736,-5.158854166666667,-2.1883713404337564,-5.171875,-0.013020833333333037,3.220529794692993,-0.0040430718432692804
support_L22H4,literal,1235,8192,8193,0.1,822782,347875,1,-1.9383243719736736,-5.158854166666667,-2.1883713404337564,-5.15625,0.0026041666666669627,3.220529794692993,0.0008086143686539664
activation_control_L20H5,literal,1235,8192,8193,0.1,822782,347875,1,-1.9383243719736736,-5.158854166666667,-2.1883713404337564,-5.21875,-0.05989583333333304,3.220529794692993,-0.01859813047903902
inactive_control_L21H2,literal,1235,8192,8193,0.1,822782,347875,1,-1.9383243719736736,-5.158854166666667,-2.1883713404337564,-5.161458333333333,-0.0026041666666660745,3.220529794692993,-0.0008086143686536906
inactive_control_L22H8,literal,1235,8192,8193,0.1,822782,347875,1,-1.9383243719736736,-5.158854166666667,-2.1883713404337564,-5.127604166666667,0.03125,3.220529794692993,0.009703372423846494
inactive_control_L22H3,literal,1235,8192,8193,0.1,822782,347875,1,-1.9383243719736736,-5.158854166666667,-2.1883713404337564,-5.171875,-0.013020833333333037,3.220529794692993,-0.0040430718432692804
address_L22H7,literal,1236,8192,8192,0.1,659279,262639,1,-1.9796881675720215,-4.979166666666667,-2.271558920542399,-4.690104166666667,0.2890625,2.9994784990946455,0.09637091917386634
